keyword,202304,tot_cnt
sports,1,1
emissions,8,8
scarcity,1,1
temperatures,1,1
intrinsic,1,1
ticketholders,1,1
cruijff,1,1
factor,3,3
consultant,1,1
proverbial,1,1
limit,4,4
_______________________________________________________________________________,1,1
inconsistency,1,1
sooner,1,1
menu,2,2
siloed,1,1
sport sustainability,1,1
sustainability,30,30
olympic,1,1
carbon,2,2
strategies,1,1
circularity,3,3
iff,1,1
mobility,1,1
committees,1,1
fan,1,1
credibility,1,1
valuable,1,1
sticks,1,1
www,2,2
hiatus,1,1
activation,1,1
olympic agenda,1,1
venture,4,4
optimizing,1,1
efficacy,1,1
pitfalls,1,1
seasonality,1,1
francisco,2,2
layoffs,1,1
microservices,1,1
continuous,3,3
enabler,3,3
datadriven,1,1
gautam,1,1
atkins,1,1
procurement,1,1
ambitions,2,2
director,1,1
mary,1,1
iema,1,1
technical,1,1
angola,1,1
gas,1,1
cambridge,1,1
frameworks,2,2
delighted,1,1
biochemistry,1,1
phases,1,1
sustainability offshore,1,1
satellites,2,2
guidelines,2,2
stakeholders,5,5
sic,1,1
risk,3,3
sustainable,4,4
fragmentation,1,1
manoeuvrable,1,1
vehicle,2,2
targets,2,2
revisions,1,1
intentional,1,1
stop,1,1
operators,1,1
space safety,1,1
null,31,31
geoeconomic,1,1
spillovers,1,1
mitigate,1,1
vietnam,1,1
fdi,2,2
semiconductors,3,3
fragmented,1,1
produce,1,1
inputs,1,1
foster,1,1
recent,6,6
possible,1,1
outlookgeoeconomic,1,1
geoeconomic fragmentation,1,1
edible,1,1
zerowaste,1,1
gallons,1,1
greenthumb,1,1
walmarts,1,1
httpsediblegardenag,1,1
reports,1,1
april,5,5
optimizes,1,1
way,3,3
proteins,1,1
offers,4,4
cloud,1,1
scalability,1,1
singlecarrier,1,1
pluggables,1,1
portfolio,3,3
ciena,1,1
endusers,2,2
polarisations,1,1
enable,5,5
meeting,4,4
degrees,2,2
cloud applications,1,1
planners,1,1
orgdivisionssustainable,1,1
apascd,1,1
institute,1,1
leadership,1,1
associations,2,2
notforprofit,2,2
scd,1,1
lakewood,1,1
forums,1,1
equitable,3,3
announces,2,2
division,1,1
students,4,4
httpswww,5,5
american,2,2
apa sustainable,1,1
investment,17,17
maximum,1,1
eligible,1,1
application,1,1
minimum,1,1
partners,2,2
farm,1,1
approval,1,1
multiple,1,1
register,4,4
permissible,1,1
scheme,1,1
ceiling,1,1
tranche,1,1
departments,2,2
case,1,1
partnership maximum,1,1
deficits,1,1
equity,10,10
increase,6,6
discrepancies,1,1
reclassifications,1,1
visàvis,1,1
secondary,2,2
nominal,1,1
exporting,1,1
instruments,3,3
flows,1,1
gross,3,3
nonresidents,2,2
surplus gdp,1,1
celebration,2,2
comsustainablehouses,1,1
central,1,1
painter,1,1
panel,2,2
daysustainability,1,1
jim,2,2
iceless,1,1
fair,2,2
houses tomorrow,1,1
finance,6,6
ceo,8,8
bst,2,2
climate,6,6
principles,1,1
simon,1,1
lowcarbon,1,1
societys,1,1
sign,2,2
change,1,1
avoid,1,1
current,1,1
drawing,1,1
sustainable finance,1,1
orrön,1,1
renewable,2,2
lundin,1,1
stockholm,1,1
core,3,3
acquisitions,1,1
plan,2,2
annual,4,4
capacity,2,2
unique,1,1
projections,1,1
com,1,1
track,4,4
orrön energy,1,1
economy,4,4
pmi,1,1
recovery,3,3
covid19,2,2
january,3,3
yoy,1,1
likely,5,5
expansions,1,1
bad,2,2
signs,1,1
weaker,2,2
pboc,1,1
report,1,1
spike,1,1
pace,3,3
local,2,2
chinas economic,1,1
recession,7,7
nasdaq,2,2
yields,2,2
surprises,1,1
fundamentals,1,1
federal,3,3
consistent,1,1
riskreturn,1,1
deceleration,2,2
macro,1,1
headwind,2,2
outlook,12,12
meaning,1,1
mild recession,1,1
impact,4,4
ebitda,1,1
measures,3,3
holistic,2,2
subsidiaries,1,1
requirements,7,7
prolong,1,1
worlds,1,1
directives,1,1
tangible,1,1
focuses,2,2
addvises sustainability,1,1
pumps,2,2
regulation,3,3
boiler,1,1
green,4,4
roadmaps,1,1
uk,3,3
schemes,4,4
deployment,4,4
net,2,2
relief,1,1
significant,6,6
require,1,1
align,2,2
refresh,1,1
green finance,1,1
investors,7,7
multilateral,3,3
netzero,2,2
systemic,1,1
ministers,2,2
dfis,1,1
guarantees,2,2
additionality,1,1
g7,1,1
unep,1,1
unconvened,1,1
banks mdbs,1,1
privacy,1,1
eurasia,1,1
gzero,1,1
policy,6,6
data,3,3
share,1,1
country,1,1
media,1,1
personal,3,3
updated,2,2
cookie,1,1
transfer,3,3
terms,5,5
collect,1,1
residence,1,1
types,2,2
privacy policy,1,1
greece,2,2
eurogroup,1,1
rating,4,4
mitsotakis,1,1
upgrade,3,3
elections,2,2
confident,1,1
framework,2,2
agencies,1,1
general,2,2
summer,2,2
collapse,2,2
era,1,1
tuesdays,2,2
brink,1,1
greece soon,1,1
dow,2,2
reserve,1,1
adps,1,1
workers,2,2
fridays,1,1
average,15,15
threemonth,1,1
jones,2,2
signals,1,1
added,3,3
economy slowing,1,1
polestar,1,1
projects,1,1
car,1,1
initiative,1,1
moon,1,1
pehrson,1,1
discussion,1,1
battersea,1,1
care,1,1
mantra,1,1
weeks,2,2
polestar initiative,1,1
brands,2,2
fg,1,1
glow,1,1
issues,1,1
millennials,1,1
factors,3,3
insecurity,1,1
appeal,1,1
correlates,1,1
meals,1,1
inequality,1,1
additional,3,3
brand sustainability,1,1
usd100,1,1
brazilian,1,1
transfers,2,2
entitys,1,1
quotaholders,1,1
penalties,1,1
resolutions,1,1
arrears,1,1
base,1,1
premium,3,3
subscription,3,3
trial,2,2
digital,7,7
savings,2,2
month,2,2
downgrade,2,2
settings,2,2
cancel,2,2
lex,2,2
autoenrolled,2,2
column,3,3
youd,2,2
digital premium,2,2
fintech,5,5
deposits,3,3
valuations,1,1
countrys,1,1
bulk,1,1
popular,1,1
insights,2,2
earlytogrowthstage,1,1
accenture,1,1
ratio,3,3
xendit,1,1
clampdown,1,1
asia fintechs,1,1
ai,2,2
china,1,1
startups,3,3
decade,4,4
private,5,5
create,2,2
mckinsey,1,1
fewer,4,4
hyped,1,1
fluctuate,1,1
revelation,1,1
poses,2,2
