keyword,202304,tot_cnt
disclosures,5,5
sectorspecific,2,2
standards,4,4
reuters,7,7
prioritise,1,1
commissioner,1,1
sustainable,15,15
european,1,1
benchmarking,3,3
investment,14,14
gas,2,2
postpone,1,1
continuity,3,3
month,4,4
disclosures eu,1,1
sustainability,31,31
stakeholder,1,1
csos,1,1
green,4,4
collaboration,1,1
esg,7,7
priority,3,3
planet,2,2
risks,9,9
department,1,1
cost,5,5
function,3,3
csos sustainability,1,1
electrification,2,2
vitesco,1,1
holstein,1,1
chro,1,1
tcfd,1,1
procurement,1,1
recommendations,1,1
carbonneutral,2,2
solutions,3,3
banks,6,6
emobility,1,1
welcome,3,3
extraction,2,2
percentage,2,2
integral,3,3
vitesco technologies,1,1
null,22,22
disclosure,1,1
shoppers,2,2
performance,2,2
entities,4,4
brandish,1,1
bioinsecticides,1,1
pipeline,4,4
thomson,1,1
flags,1,1
directive,3,3
fertiliser,1,1
vradi,1,1
average,16,16
coincidental,1,1
sustainability reporting,1,1
freshplaza,1,1
edition,1,1
america,1,1
location,1,1
regions,1,1
current,1,1
edition freshplaza,1,1
woolgrowers,1,1
ghg,2,2
fiber,1,1
onfarm,1,1
innovative,2,2
australias,1,1
lca,1,1
supplements,1,1
pace,3,3
tools,1,1
wool industry,1,1
samsung,2,2
yoon,1,1
investments,4,4
panel,1,1
announce,2,2
cuttingedge,1,1
upgrading,2,2
campus,3,3
yonhap,2,2
remarks,1,1
way,2,2
largescale,1,1
organic,1,1
leap,1,1
tuesdays,3,3
oled sector,1,1
seed,1,1
herbicides,1,1
postemployment,1,1
quarterly,1,1
pandemics,1,1
dowdupont,1,1
eidp,1,1
crosslicense,1,1
requirements,4,4
counterfeit,1,1
cautionary,1,1
xxiii,1,1
basis,13,13
cortevas sustainability,1,1
banking,8,8
liquidity,3,3
eba,1,1
framework,6,6
ensures,1,1
conservative,1,1
rethink,2,2
spains,1,1
bmesan,1,1
volatility,3,3
sure,13,13
cds,1,1
renewable,3,3
fargos,1,1
affordability,2,2
appliance,1,1
shuttle,1,1
lowcarbon,1,1
homeownership,1,1
rebates,1,1
initiative,3,3
federal,4,4
barriers,2,2
oneonone,1,1
wells fargo,1,1
premium,2,2
subscription,1,1
trial,1,1
digital,5,5
savings,2,2
downgrade,1,1
settings,1,1
cancel,1,1
lex,1,1
autoenrolled,1,1
column,1,1
youd,2,2
digital premium,1,1
benefits,10,10
security,2,2
employee,1,1
thrive,2,2
teramind,1,1
customizable,1,1
elis,1,1
sutton,1,1
hindering,1,1
years,2,2
execute,2,2
meet,2,2
operational sustainability,1,1
agriculture,1,1
porcine,1,1
genetic,1,1
definitions,1,1
phytase,1,1
prevent,1,1
excretion,1,1
longterm,7,7
immunosuppression,1,1
precision,2,2
nonrenewable,1,1
buildingmechanical,1,1
